"","X","publisher","journal","role","editor","affiliation","url","date"
"2098",2098,"iMedPub","Journal of Medical Toxicology and Clinical Forensic Medicine","Editor","Hwan-Goo Kang","Scientist, Animal and Plant Quarantine Agency, Republic of Korea","https://toxicology.imedpub.com/editors.php","2021-05-19"
"2099",2099,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Andrey S Krasilnikov","Penn State University, Pennsylvania, United States","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2100",2100,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Sidi A Bencherif","Northeastern University, Boston, United States","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2101",2101,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Manuel Scimeca","University of Rome Tor Vergata, Italy","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2102",2102,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Baris Baykal","University of Health Sciences, Ankara, Turkey","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2103",2103,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Alireza Heidari","California South University, USA","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2104",2104,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Albert Ivanov Krastanov","University of Food Technologies, Plovdiv, Bulgaria","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2105",2105,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Mohammad Amin-Ul Mannan","Lovely Professional University, Punjab, India","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2106",2106,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Haris Kokotas","University of Athens, Greece","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2107",2107,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Muthuswamy Balasubramanyam","Madras Diabetes Research Foundation, India","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2108",2108,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Maulin Pramod Shah","Division of Applied &amp; Environmental Microbiology Lab, Enviro Technology Limited, Ankleshwar, India","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2109",2109,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Asad U Khan","Aligarh Muslim University, India","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2110",2110,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Utpal Bhadra","Centre for Cellular &amp; Molecular Biology, India","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2111",2111,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Jai Shankar Yadlapalli","University of Arkansas for Medical Sciences, Little Rock, AR, United States","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2112",2112,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Prachi Gupta","Worcester Polytechnic Institute, Worcester, MA, United States","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2113",2113,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Snehalata Pawar","University of Arkansas for Medical Sciences, Little Rock, AR, United States","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2114",2114,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Marwa I Abd El-Hamid","Zagazig University, Zagazig, Sharkia, Egypt","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2115",2115,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Mushtaq Chalkoo","Department of Surgery, Government Medical College, Kashmir, India","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2116",2116,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Chandrasekhar Gurramkonda","University of Maryland, Baltimore, USA","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2117",2117,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Ahmed Madi Waheed AL-Mayahi","Basrah University, Basrah, Iraq","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2118",2118,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Xiaobin (Ivan) Zheng","Insight Data Science, Boston MA, United States","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2119",2119,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Payal Mittal","UConn Health School of Medicine, Farmington, USA","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2120",2120,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Marek Malecki","Genetic and Biomolecular Engineering PBMEF, San Francisco, USA","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2121",2121,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Cristina Romei","University of Pisa, Italy","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2122",2122,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Abd El-Aleem Saad Soliman Desoky","Faculty of Agriculture, New Campus (ElKawamel), Sohag University, Egypt","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2123",2123,"iMedPub","Journal of Molecular Biology and Biotechnology","Editorial Board","Rajveer Singh","University of Illinois at Urbana-Champaign 405 Mathews Ave., Urbana, Illinois, United States","https://www.imedpub.com/molecular-biology-and-biotechnology/editors.php","2021-05-19"
"2124",2124,"iMedPub","Medical & Clinical Reviews","Editorial Board","Rao Gollapudi","(Retired) Research Scientist,
University of Kansas,
U.S.A.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2125",2125,"iMedPub","Medical & Clinical Reviews","Editorial Board","Koichi Sakakura","Department of Otolaryngology-Head and Neck Surgery,
Gunma University Graduate School of Medicine,
Japan.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2126",2126,"iMedPub","Medical & Clinical Reviews","Editorial Board","Ghalib Alkhatib, Ph.D","Department of Microbiology &amp; Immunology, McGill University, Canada.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2127",2127,"iMedPub","Medical & Clinical Reviews","Editorial Board","Shantanu Devanand Solanki","Department of Medicine, New York Medical College.
Valhalla, New York.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2128",2128,"iMedPub","Medical & Clinical Reviews","Editorial Board","Amarjit Luniwal","Medical Research Manager,
USA.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2129",2129,"iMedPub","Medical & Clinical Reviews","Editorial Board","Amit K. Surve","Bariatric Research Specialist at Bariatric Medicine Institute,
U.S.A.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2130",2130,"iMedPub","Medical & Clinical Reviews","Editorial Board","Grigorios G. Gkasdaris","Department of Surgery, Papanikolaou Hospital, Thessaloniki, Greece.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2131",2131,"iMedPub","Medical & Clinical Reviews","Editorial Board","Sam Cheol Kim","Department of Family Practice and Community Medicine,
Chosun University College of Medicine/Chosun University Hospital, Dong-gu, Gwangju, Korea.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2132",2132,"iMedPub","Medical & Clinical Reviews","Editorial Board","Obeagu Emmanuel Ifeanyi","Department of Medical Laboratory Science, Imo State University, Owerri, Nigeria.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2133",2133,"iMedPub","Medical & Clinical Reviews","Editorial Board","Hinali Zaveri","Research Coordinator at Bariatric Medicine Institute,
U.S.A.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2134",2134,"iMedPub","Medical & Clinical Reviews","Editorial Board","Bruna Marjorie Dias, PhD","Institut de Biologie Physico-chimique, France.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2135",2135,"iMedPub","Medical & Clinical Reviews","Editorial Board","Antonio Baldassarre","School of Specialisation in Occupational Medicine, University of Bari ""Aldo Moro"", Italy.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2136",2136,"iMedPub","Medical & Clinical Reviews","Editorial Board","Mncedisi Michael Willie","Researcher, Multinum, Lynwoodridge, South Africa.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2137",2137,"iMedPub","Medical & Clinical Reviews","Editorial Board","Amr Ahmed El-Arabey","Assistant professor,
Department of Pharmacology &amp; Toxicology,
University of AL-Azhar,
China.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2138",2138,"iMedPub","Medical & Clinical Reviews","Editorial Board","Ali Kabir","School of Public Health, Shahid Beheshti University of Medical Sciences, Iran.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2139",2139,"iMedPub","Medical & Clinical Reviews","Editorial Board","Dr. Sadykova Raushan","National Scientific Center of Surgery named after Syzganov. Almaty, Republic of Kazahstan.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2140",2140,"iMedPub","Medical & Clinical Reviews","Editorial Board","Prof. Radu Mutihac","Department of Electricity, Solid State Physics &amp; Biophysics, University of Bucharest, Romania.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2141",2141,"iMedPub","Medical & Clinical Reviews","Editorial Board","Ali Solmaz","General Surgeon, Baicilar Training and Research Hospital, Turkey.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2142",2142,"iMedPub","Medical & Clinical Reviews","Editorial Board","Bahadir Kan","Assistant professor, Faculty of Dentistry, Kocaeli University, Turkey.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2143",2143,"iMedPub","Medical & Clinical Reviews","Editorial Board","Ali Mohamed Ali Saad","MBBCH, MS Anesthesia, Critical Care
Faculty of Medicine, Mansoura University, Egypt.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2144",2144,"iMedPub","Medical & Clinical Reviews","Editorial Board","Dr. Anil Patil","Associate Professor,
Pedodontics and Preventive Dentistry,
Bharati Vidyapeeth Deemed University,
India.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2145",2145,"iMedPub","Medical & Clinical Reviews","Editorial Board","Sandhya Rani B","Associate Professor,
Dept. of Pedodontics and Preventive Dentistry,
MS Ramiah Dental College,
India.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2146",2146,"iMedPub","Medical & Clinical Reviews","Editorial Board","Sandeep Kumar Kar","Assistant professor,
Institute of Postgraduate Medical Education &amp; Research,
India.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2147",2147,"iMedPub","Medical & Clinical Reviews","Editorial Board","Atul Goel","Professor and Head, Department of Neurosurgery, King Edward Memorial Hospital and Seth G.S. Medical College, India.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2148",2148,"iMedPub","Medical & Clinical Reviews","Editorial Board","Rajiv Mahendru","Professor and Head, Department of Obstetrics and Gynecology, BPS Government Medical College for Women, India.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2149",2149,"iMedPub","Medical & Clinical Reviews","Editorial Board","Vijayakumar M","Professor, Department of Cardiology, Amrita Institute of Medical Science, India.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2150",2150,"iMedPub","Medical & Clinical Reviews","Editorial Board","Ahmar Shamim","Assistant professor, Department of Pediatric, MGM medical college Navi, India.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2151",2151,"iMedPub","Medical & Clinical Reviews","Editorial Board","Krishnan Rajkumar","Assistant professor, SRM Dental College, SRM University, India.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2152",2152,"iMedPub","Medical & Clinical Reviews","Editorial Board","Agrawal Gaurav Pralhad","MDS, Oral Pathology &amp; Microbiology, Vasantdada Patil Dental College &amp; Hospital, Sangli, Maharashtra University of Health Sciences, India.","https://medical-clinical-reviews.imedpub.com/editors.php","2021-05-19"
"2153",2153,"iMedPub","Medical Case Reports","Ophthalmology","Dr. Settimio Rossi","Associate Professor Second University of Naples, Italy.","https://medical-case-reports.imedpub.com/editors.php","2021-05-19"
"2154",2154,"iMedPub","Medical Case Reports","Ophthalmology","Dr.Robert Jin-Hong Chang","Director, Angiogenesis Research Lab,
Research Associate professor
University of Illinois at Chicago","https://medical-case-reports.imedpub.com/editors.php","2021-05-19"
"2155",2155,"iMedPub","Medical Case Reports","Vascular Surgery","Dr. Bruno Amato","Department of Public Health, University of Naples Federico II, Medical School, Naples,Italy","https://medical-case-reports.imedpub.com/editors.php","2021-05-19"
"2156",2156,"iMedPub","Medical Case Reports","Oral Biology and Medicine","Dr. Narjiss Akerzoul","School of Dental Medicine, University of Rabat-Morocco","https://medical-case-reports.imedpub.com/editors.php","2021-05-19"
"2157",2157,"iMedPub","Medical Case Reports","ENT","Dr. Caner Sahin","Sakarya State Hospital ENT Departnment, Turkey","https://medical-case-reports.imedpub.com/editors.php","2021-05-19"
"2158",2158,"iMedPub","Medical Case Reports","Anaesthesiology","Dr. Sandeep Kumar Kar","Institute of Postgraduate Institute of Medical Education and Research, Kolkata, India","https://medical-case-reports.imedpub.com/editors.php","2021-05-19"
"2159",2159,"iMedPub","Medical Case Reports","Pedodontics and Preventive Dentistry","Dr. Anil Patil","Pedodontics and Preventive Dentistry, Bharati Vidyapeeth Deemed University, Bharati Dental College and Hospital, Sangli, India","https://medical-case-reports.imedpub.com/editors.php","2021-05-19"
