publisher	journal	role	editor	orcid	affiliation	url	date
Hindawi	International Journal of Photoenergy	Academic Editors	Claudio Minero	NA	Università di Torino, Italy	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Regina De Fátima Peralta Muniz Moreira	NA	Department of Chemical Engineering, Federal University of Santa Catarina  , Brazil	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Fabrice Morlet-Savary	NA	Institut de Science des Matériaux de Mulhouse, France	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Mohammad Muneer	NA	Aligarh Muslim University, India	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Maria da Graça P. Neves	0000-0002-7953-8166	University of Aveiro, Portugal	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Tsuyoshi Ochiai	0000-0003-2061-9372	Kanagawa Academy of Science and Technology, Japan	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Kei Ohkubo	NA	Osaka University, Japan	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Umapada Pal	NA	Instituto de Fisica Benemerita Universidad Autonoma de Puebla , Mexico	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Leonardo Palmisano	0000-0002-3951-2260	Universita degli Studi di Palermo, Italy	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Dillip K. Panda	NA	Clemson University, USA	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Juan Manuel Peralta-Hernández	0000-0003-2733-4126	University of Guanajuato, Mexico	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Philippe Poggi	0000-0003-4622-5873	University of Corsica, France	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Carlo Renno	0000-0002-7498-0561	University of Salerno, Italy	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Francesco Riganti-Fulginei	0000-0001-8824-3776	Roma tre University, Italy	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Leonardo Sandrolini	NA	University of Bologna , Italy	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Jinn Kong Sheu	NA	National Cheng Kung University, Taiwan	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Kishore Sridharan	0000-0002-2099-2962	University of Calicut, India	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Zofia Stasicka	NA	Jagiellonian University, Poland	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Elias Stathatos	0000-0002-0256-3232	Technological-Educational Institute of Western Greece, Greece	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Jegadesan Subbiah	NA	University of Melbourne, Australia	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Chaofan Sun	NA	Northeast Forestry University, China	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	K. R. Justin Thomas	0000-0003-2424-5953	Indian Institute of Technology Roorkee, India	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Nikolai V. Tkachenko	0000-0002-8504-2335	Tampere University, Finland	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Koray Ulgen	0000-0002-2982-5247	Ege University, Turkey	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Ahmad Umar	NA	Najran University, Saudi Arabia	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Mark Van Der Auweraer	NA	Katholieke Universiteit Leuven, Belgium	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Wilfried G.J.H.M. Van Sark	0000-0002-4738-1088	Utrecht University, The Netherlands	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Thomas Edwin Vandervelde	NA	Tufts University, USA	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Xuxu Wang	NA	Fuzhou University, China	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Huiqing Wen	0000-0002-0169-488X	Xi'an Jiaotong-Liverpool University, China	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Yanfa Yan	NA	University of Toledo, USA	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Photoenergy	Academic Editors	Jiangbo Yu	0000-0001-6708-9781	University of Washington, USA	https://www.hindawi.com/journals/ijp/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Domenico Acierno	0000-0001-9635-6914	Università degli Studi di Napoli Federico II, Italy	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Luc Averous	0000-0002-2797-226X	University of Strasbourg, France	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Christopher Batich	NA	University of Florida, USA	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Marc Behl	0000-0002-1507-0277	Helmholtz-Zentrum Geesthacht, Germany	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Laurent Billon	NA	Université de Pau et des Pays de l'Adour, France	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Antonio Caggiano	NA	Technische Universität Darmstadt, Germany	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Andrea Camposeo	NA	Consiglio Nazionale delle Ricerche, Italy	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Wen Shyang Chow	0000-0002-7788-6634	Universiti Sains Malaysia, Malaysia	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Angel Concheiro	0000-0003-0507-049X	Universidad de Santiago de Compostela, Spain	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Cedric Delattre	0000-0003-3605-1929	Université Clermont-Auvergne, France	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Yulin Deng	0000-0002-1797-7702	Georgia Institute of Technology, USA	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Maria Laura Di Lorenzo	0000-0001-6430-0860	Consiglio Nazionale delle Ricerche, Italy	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Antonio Facchetti	NA	Polyera Corporation, USA	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Gianluca M. Farinola	NA	"Università degli Studi di Bari ""Aldo Moro"", Italy"	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Marta Fernández-García	0000-0003-2061-0351	Instituto de Ciencia y Tecnologia de Polimeros, Spain	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Peter Foot	0000-0002-2122-3129	Kingston University London, United Kingdom	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Peng He	0000-0002-4773-7566	Procter &amp; Gamble, USA	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Wei Huang	NA	Chinese Academy of Sciences, China	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Nabil Ibrahim	0000-0002-8531-9461	National Research Centre, Egypt	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Nobuhiro Kawatsuki	NA	University of Hyogo, Japan	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Saad Khan	NA	North Carolina State University, USA	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Jui-Yang Lai	0000-0002-9227-8549	Chang Gung University, Taiwan	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Zhi Li	NA	Chongqing Jiaotong University, China	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Ulrich Maschke	0000-0001-7970-1966	Université Lille 1, France	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Subrata Mondal	0000-0002-4914-8087	National Institute of Technical Teachers’ Training and Research, India	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Yasir Nawab	NA	National Textile University, Pakistan	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Toribio F. Otero	NA	Universidad Politécnica de Cartagena, Spain	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Alessandro Pegoretti	0000-0001-9641-9735	Universitá di Trento, Italy	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Önder Pekcan	NA	Kadir Has Universitesi, Turkey	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Zhonghua Peng	NA	University of Missouri-Kansas City, USA	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Victor H. Perez	0000-0003-3483-5471	State University of Northern of Rio de Janeiro (UENF), Brazil	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Debora Puglia	0000-0001-8515-7813	University of Perugia, Italy	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Miriam H. Rafailovich	NA	Stony Brook University, USA	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Arthur J. Ragauskas	NA	Georgia Institute of Technology, USA	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Subramaniam Ramesh	0000-0002-5505-6429	University of Malaya, Malaysia	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Bernabé L. Rivas	NA	University of Concepción, Chile	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Juan Rodriguez-Hernandez	NA	Consejo Superior de Investigaciones Científicas, Spain	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Hossein Roghani-Mamaqani	0000-0001-6681-7679	Sahand University of Technology, Iran	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Joanna Rydz	0000-0003-3972-7074	Centre of Polymer and Carbon Materials, Polish Academy of Sciences, Poland	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Mehdi Salami-Kalajahi	0000-0002-8897-0997	Sahand University of Technology, Iran	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Markus Schmid	0000-0002-9435-7953	Albstadt-Sigmaringen University, Germany	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Matthias Schnabelrauch	0000-0002-1968-8058	Innovent e.V. Technologieentwicklung Jena, Germany	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Shu Seki	0000-0001-7851-4405	Kyoto University, Japan	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Robert A. Shanks	0000-0003-3790-5148	RMIT University, Australia	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Vito Speranza	0000-0002-7303-2789	University of Salerno, Italy	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Atsushi Sudo	NA	Kinki University , Japan	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Hideto Tsuji	0000-0001-9986-5933	Toyohashi University of Technology, Japan	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Stefano Turri	NA	Politecnico di Milano, Italy	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Hiroshi Uyama	0000-0002-8587-2507	Osaka University, Japan	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
Hindawi	International Journal of Polymer Science	Academic Editors	Cornelia Vasile	0000-0003-1854-0278	Petru Poni Institute of Macromolecular chemistry, Romania	https://www.hindawi.com/journals/ijps/editors/	2022-01-04
